codigo_iccs,delito_iccs,glosa_iccs,glosa_match,nivel_1,nivel_2,nivel_3,nivel_4,seccion,descripcion,inclusiones,exclusiones,notas
5022,Hurto de bienes personales,Hurto de bienes personales,True,5,502,5022,,Actos contra la propiedad solamente,"Hurto de bienes personales. - Hurto, tal como se define en 0502. - Bienes personales, tal como se definen en la nota 87.",Hurto cometido tras entrar lícitamente en un lugar; aplicar todas las inclusiones enumeradas en 050221 a 050229,Hurto de vehículos terrestres de motor o de piezas de vehículos terrestres de motor (05021); hurto de bienes comerciales (05023); hurto de bienes públicos (05024); hurto de ganado (05025); hurto de mascotas (05025); aplicar todas las exclusiones enumeradas en 0502,"87 Los bienes personales se refieren, como mínimo, a cualquier propiedad perteneciente a una persona aparte de los bienes raíces."
50221,Hurto de bienes personales a una persona,Hurto de bienes personales a una persona,True,5,502,5022,50221,Actos contra la propiedad solamente,"Hurto de bienes que una persona lleva consigo. - Hurto, tal como se define en 0502. - Bienes personales, tal como se definen en la nota 87.",Carterismo; arrebato de bolsos que no equivale a robo,Robo de bicicleta (050229); aplicar todas las exclusiones enumeradas en 05022,"87 Los bienes personales se refieren, como mínimo, a cualquier propiedad perteneciente a una persona aparte de los bienes raíces."
50222,Hurto de bienes personales de un vehiculo,Hurto de bienes personales de un vehículo,True,5,502,5022,50222,Actos contra la propiedad solamente,"Hurto de bienes personales de un vehículo. - Hurto, tal como se define en 0502. - Vehículo, tal como se define en la nota 49. - Bienes personales, tal como se definen en la nota 87.",Hurto de una cartera de un vehículo; hurto de un dispositivo electrónico de un vehículo; hurto de un dispositivo GPS; trasvase de gasolina o gasóleo,Hurto de piezas de vehículos terrestres de motor (050213); aplicar todas las exclusiones enumeradas en 05022,"49 Un vehículo es, como mínimo, un dispositivo o estructura para el transporte de personas u objetos... 87 Los bienes personales se refieren, como mínimo, a cualquier propiedad perteneciente a una persona aparte de los bienes raíces."
50229,Otras formas de hurto de bienes personales,Otras formas de hurto de bienes personales,True,5,502,5022,50229,Actos contra la propiedad solamente,"Hurto de bienes personales no descrito ni clasificado en las categorías 050221 y 050222. - Hurto, tal como se define en 0502. - Bienes personales, tal como se definen en la nota 87.",Hurto sin entrar ilícitamente en una vivienda; hurto de bienes encontrados fuera de la vivienda; hurto de garajes o cobertizos sin puerta que los comunique con la vivienda; robo de bicicleta; hurto de mascotas,Aplicar todas las exclusiones enumeradas en 05022,"87 Los bienes personales se refieren, como mínimo, a cualquier propiedad perteneciente a una persona aparte de los bienes raíces."
5023,Hurto de bienes comerciales,Hurto de bienes comerciales,True,5,502,5023,,Actos contra la propiedad solamente,"Hurto de bienes muebles que no sean un vehículo de una empresa. - Por bienes muebles se entiende cualquier activo distinto a los bienes raíces. - Hurto, tal como se define en 0502. - Vehículo, tal como se define en la nota 49.",Cenar y huir antes de pagar la cuenta; marcharse sin pagar; hurto por empleados; aplicar todas las inclusiones enumeradas en 050231 a 050239,Robo con entrada ilícita en locales comerciales (05011); robo a establecimientos o instituciones (04013); hurto de bienes públicos (05024); hurto de propiedad privada (05022); hurto de ganado (05025); hurto de vehículos o de sus piezas (05021); aplicar todas las exclusiones enumeradas en 0502,"49 Un vehículo es, como mínimo, un dispositivo o estructura para el transporte de personas u objetos..."
50231,Hurto en una tienda,Hurto en tiendas,False,5,502,5023,50231,Actos contra la propiedad solamente,"Hurto de bienes comerciales de establecimientos de venta al por menor. - Hurto, tal como se define en 0502.",Ratería en tiendas; hurto de mercancías de un establecimiento de venta,Aplicar todas las exclusiones enumeradas en 05023,
50239,Otras formas de hurto de bienes comerciales,Otras formas de hurto de bienes comerciales,True,5,502,5023,50239,Actos contra la propiedad solamente,"Hurto de bienes comerciales en locales que no sean locales de venta al por menor. - Hurto, tal como se define en 0502.","Hurto de suministros empresariales o útiles de oficina por un empleado; hurto de máquinas expendedoras; hurto en hoteles, restaurantes, cines, teatros, lugares de entretenimiento, oficinas y talleres",Aplicar todas las exclusiones enumeradas en 05023,
5024,Hurto de bienes publicos,Hurto de bienes públicos,True,5,502,5024,,Actos contra la propiedad solamente,"Hurto de bienes muebles públicos que no sean vehículos. - Hurto, tal como se define en 0502. - Vehículo, tal como se define en la nota 49.",Hurto de bienes públicos; hurto de equipos de parques públicos,"Hurto de energía eléctrica, agua u otros servicios públicos (05026); robo a establecimientos o instituciones (04013); hurto de vehículos o de sus piezas (05021); hurto de propiedad privada (05022); hurto de bienes comerciales (05023); hurto de ganado (05025); aplicar todas las exclusiones enumeradas en 0502","49 Un vehículo es, como mínimo, un dispositivo o estructura para el transporte de personas u objetos... 96 Por bienes públicos se entienden los bienes de propiedad del Gobierno que no sean bienes raíces."
5025,Hurto de ganado,Hurto de ganado,True,5,502,5025,,Actos contra la propiedad solamente,"Hurto de ganado. - Hurto, tal como se define en 0502. - Ganado, tal como se define en la nota 91.","Hurto de vacas, gallinas, ovejas, peces, etc.",Robo de ganado (04014); hurto de mascotas (050229); aplicar todas las exclusiones enumeradas en 0502,"91 El ganado se refiere, como mínimo, a animales domesticados que se utilizan para la obtención de alimentos, fibras y trabajo, y comprende especies como las vacas, ovejas, gallinas, cerdos, caballos y otras."
5026,Hurto de servicios,Hurto de servicios,True,5,502,5026,,Actos contra la propiedad solamente,"Hurto de servicios. - Hurto, tal como se define en 0502.","Hurto de energía eléctrica, agua u otros servicios públicos; hurto de señales de televisión o cable; evasión del pago del transporte público; impago de servicios",Fraude (0701); aplicar todas las exclusiones enumeradas en 0502,
5029,Otros actos de hurto,Otros actos de hurto,True,5,502,5029,,Actos contra la propiedad solamente,"Hurto de bienes no descrito ni clasificado en las categorías 05021 a 05026. - Hurto, tal como se define en 0502.",Hurto de correspondencia; robo mediante conversión,Aplicar todas las exclusiones enumeradas en 0502,
503,Delitos contra la propiedad intelectual,Delitos contra la propiedad intelectual,True,5,503,,,Actos contra la propiedad solamente,"Copia, utilización o reproducción ilegal u otras violaciones del derecho de autor, patentes, marcas de fábrica o de comercio u otros tipos de propiedad intelectual.",Hurto de propiedad intelectual; violaciones del derecho de autor; apropiación ilícita de derechos de autor; piratería de programas informáticos; espionaje industrial que no equivale a falsificación,"Creación, fabricación, traslado o posesión de productos falsificados de marca, o protegidos por patentes, licencias o de otro modo (07022); hurto (0502); posesión de dinero o bienes robados; recepción, manipulación, enajenación, venta o tráfico de bienes robados; utilización de piezas robadas para producir otros bienes; ocultamiento de bienes robados (0704); robo de identidad (07019); falsificación (0702); actos contra sistemas informáticos que no equivalen a piratería de programas informáticos (0903)","97 La propiedad intelectual se define, como mínimo, como invenciones; obras artísticas y literarias; y símbolos, imágenes y nombres utilizados en el comercio. Las patentes se definen como un derecho exclusivo concedido a una invención que es el producto o proceso que ofrece una nueva manera de hacer algo o una nueva solución técnica para un problema. El derecho de autor se define como un término jurídico que engloba a los derechos concedidos a los creadores por sus obras literarias y artísticas. Las marcas de fábrica o de comercio se definen como un signo distintivo que indica que determinados bienes han sido producidos o determinados servicios han sido prestados por una persona o empresa concretas."
504,Danos a la propiedad,Daños a la propiedad,True,5,504,,,Actos contra la propiedad solamente,"Destrucción, daños o degradación intencional de bienes.","Incendio premeditado; daños a la propiedad por explosión; vandalismo; pintadas; sabotaje que no equivale a un acto negligente o peligroso; inundación ilegal; sabotaje que no equivale a un acto negligente o peligroso; atropello con fuga que cause daños a la propiedad, daño intencional a un vehículo de motor; aplicar todas las inclusiones enumeradas en 05041 a 05049",Robo en inmuebles con fuerza en las cosas (0501); el daño a sistemas o datos informáticos se codifica como un acto contra sistemas informáticos (0903); matar o hacer daño a animales (10091); daño al medio ambiente (10),
5041,Dano a bienes publicos,Daños a bienes públicos,False,5,504,5041,,Actos contra la propiedad solamente,"Destrucción, daños o degradación intencional de públicos. - Bienes o inmuebles públicos, tal como se definen en la nota 96.",Destrucción de instalaciones gubernamentales; daños físicos a bienes o inmuebles públicos escolares,Aplicar todas las exclusiones enumeradas en 0504,96 Por bienes públicos se entienden los bienes de propiedad del Gobierno que no sean bienes raíces.
5042,Danos a bienes personales,Daños a bienes personales,True,5,504,5042,,Actos contra la propiedad solamente,"Destrucción, daños o degradación intencional de bienes personales.",Destrucción de viviendas particulares; daños a bienes personales,Aplicar todas las exclusiones enumeradas en 0504,
