cnp_codigo,cnp_glosa,cnp_descripcion,cnp_familia,iccs_elegido,iccs_glosa_elegida,confianza,justificacion,exclusiones_aplicadas
637,Violación de mayor de 14 años,"Acceder carnalmente, por vía vaginal, anal o bucal a una persona mayor de catorce años si se usa fuerza o intimidación; que la víctima se halle privada de sentido, o cuando se aprovecha su incapacidad para oponerse abusa de la enajenación o trastorno mental de la víctima.","CONTRA ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",30113,Violación por presunción legal,alta,"El delito CNP describe la violación de una persona mayor de 14 años mediante fuerza, intimidación, privación de sentido o aprovechamiento de su incapacidad. El código ICCS 30113 corresponde a la violación por presunción legal, que incluye la penetración sexual sin consentimiento válido, con o sin uso de la fuerza, y aplica a personas que no pueden dar su consentimiento por razones jurídicas. Esto se alinea con la descripción del delito CNP, que menciona la falta de consentimiento y el uso de fuerza o intimidación. Además, el código 30113 no excluye el delito CNP, mientras que otros candidatos como 3011 o 30111 excluyen situaciones que podrían aplicarse al delito CNP.",Violación por presunción legal (030113); aplicar todas las exclusiones enumeradas en 03011
638,"Captación, grabación y difusión de registros audiovisuales de partes íntimas","Castiga al que en lugares públicos o de libre acceso público y que por cualquier medio capte, grabe, filme o fotografíe imágenes, videos o cualquier registro audiovisual, de los genitales u otra parte íntima del cuerpo de otra persona con fines de significación sexual y sin su consentimiento.","CONTRA ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",30223,Captación de menores con fines sexuales,alta,"El delito CNP se enfoca en la captación, grabación y difusión de imágenes íntimas sin consentimiento, lo cual se alinea con la definición de 'Captación de menores con fines sexuales' en el ICCS 30223. Aunque el delito no menciona explícitamente menores, la intención del delincuente es sexual, lo que lo clasifica dentro de esta categoría. No se aplican exclusiones que descarten este código.",
639,Abuso sexual de mayor de 14 años por sorpresa y/o sin consentimiento,"Sanciona al que realizare una acción sexual, distinta del acceso carnal con una persona mayor de 14 años, por vía vaginal, anal o bucal, actuando por sorpresa o realizando otra maniobra que no suponga consentimiento de la víctima.","CONTRA ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",301,Violencia sexual,alta,"El delito CNP describe una acción sexual no deseada con una persona mayor de 14 años, sin consentimiento, lo que se alinea con la definición de 'Violencia sexual' en el ICCS 301. El movil del delito es la conducta sexual no deseada, no la consecuencia más grave. No se aplica la exclusión de 'explotación sexual' ni 'violación' porque el delito no implica uso de fuerza o explotación económica.",
640,Acoso sexual en lugares públicos o de libre acceso público,"Sanciona al que realizare, en lugares públicos o de libre acceso público, y sin mediar el consentimiento de la víctima, un acto de significación sexual capaz de provocar una situación objetivamente intimidatoria, hostil o humillante, de manera verbal o por medio de gestos. Asimismo, sanciona los acercamientos o persecuciones, o actos de exhibicionismo obsceno o de contenido sexual explícito.","CONTRA ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",8029,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,alta,"El delito CNP se ajusta a la glosa de 8029, que abarca actos contrarios a normas de conducta sexual orientadas al mantenimiento del orden público, incluyendo exhibicionismo, acercamientos o persecuciones y actos de contenido sexual explícito. No se aplican exclusiones que descarten el delito, ya que el CNP no se encauza en categorías como violación, explotación sexual o agresión sexual física.",
647,Transmisión de imágenes de connotación sexual de menor 18 años,"Sanciona al que usando dispositivos técnicos transmitiere la imagen o sonido de una situación o interacción que permitiere presenciar, observar o escuchar la realización de una acción sexual o de una acción de significación sexual, por parte de una persona menor de dieciocho años","CONTRA ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",30221,Pornografía infantil,alta,"El delito CNP se enfoca en la transmisión de imágenes de connotación sexual de menores, lo que se alinea directamente con la definición de pornografía infantil en el ICCS 30221. La descripción del delito incluye la transmisión de imágenes, lo cual se menciona explícitamente en la inclusión del ICCS 30221. No hay exclusiones que descarten este código en relación con el delito descrito.",
648,Comercialización de material pornográfico de menores de 18 años,"Sanciona al que comercializare, importare, exportare, distribuyere, difundiere o exhibiere material pornográfico o de explotación sexual, cualquiera sea su soporte, en cuya elaboración hayan sido utilizadas personas menores de dieciocho años","CONTRA ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",30221,Pornografía infantil,alta,"El delito CNP se enfoca en la comercialización de material pornográfico que involucra menores, lo cual se alinea directamente con la definición de 'pornografía infantil' en el ICCS 30221. Este código incluye la producción, distribución y posesión de pornografía infantil, lo cual coincide con la descripción del delito nacional. El código 3022, aunque relacionado, se enfoca en la explotación sexual de menores, lo cual no es el móvil principal del delito descrito.",Delitos de pornografía (08022)
649,Producción material pornográfico utilizando menores de 18 años,Sanciona al que produzca o participe en la producción de material pornográfico o de explotación sexual en que hayan sido utilizadas personas menores de dieciocho años.,"CONTRA ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",30221,Pornografía infantil,alta,"El delito CNP se refiere a la producción de material pornográfico utilizando menores, lo cual se alinea directamente con la definición de 'Pornografía infantil' en el ICCS 30221. Este código incluye la creación de pornografía infantil, que coincide con la descripción del delito nacional. Además, el código 30221 no excluye la producción de material pornográfico con menores, lo que lo hace compatible con el delito descrito.",
650,Adquisición o almacenamiento material pornográfico infantil,"Sanciona al que maliciosamente almacenare o adquiriere material pornográfico o de explotación sexual, cualquiera sea su soporte, en cuya elaboración hayan sido utilizadas personas menores de dieciocho años.","CONTRA ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",30221,Pornografía infantil,alta,"El delito CNP se refiere a la adquisición o almacenamiento de material pornográfico infantil, lo cual se describe directamente en la glosa de 30221. Además, las inclusiones de 30221 mencionan la posesión de pornografía infantil, que coincide con la descripción del delito CNP. No hay exclusiones que descarten este código en relación al delito.",
651,Exhibición de registros de contenido sexual sin consentimiento,"Sanciona al que obtenga maliciosamente, para sí o para un tercero, la cancelación indebida de los cargos o la restitución indebida de fondos a que se refiere el artículo 5 de la Ley 20.099, sea proporcionando datos o antecedentes falsos en la declaración jurada, desconociendo falsamente una o más operaciones con medios de pago de su titularidad, simulando la existencia de operaciones no autorizadas, provocándolas intencionalmente, o presentándolas ante el emisor como ocurridas por causas o en circunstancias distintas a las verdaderas.","CONTRA ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",8029,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,alta,"El delito CNP se relaciona con la exhibición de contenido sexual sin consentimiento, lo cual se alinea con el código ICCS 8029 que abarca otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público. No hay exclusiones que descarten este código en relación con el delito descrito.",
652,Difusión de registros de contenido sexual sin consentimiento,"Sanciona al que envíe, difunda o publique, sin autorización expresa, un registro de imágenes o sonidos en que se representa una acción sexual que involucra a otro o imágenes íntimas de connotación sexual, independiente de como haya sido obtenido.","CONTRA ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",8022,Delitos de pornografía,alta,"El delito CNP se relaciona con la difusión de contenido sexual sin consentimiento, lo que se alinea con el delito de pornografía en el ICCS. La descripción del delito CNP incluye la publicación de imágenes o sonidos de contenido sexual, lo que se ajusta a la definición de pornografía ilícita en el ICCS 8022. Además, las exclusiones de 8022 no descartan el delito CNP, ya que no se menciona explícitamente que el contenido involucra menores o explotación sexual.",
699,"Otros delitos contra el orden de las familias, contra la moralidad pública y contra la integridad sexual",Sin descripción,"CONTRA ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",8029,Otros actos contrarios a las normas de conducta sexual orientadas al mantenimiento del orden público,alta,"El delito CNP 699 se relaciona con actos contra la moralidad pública y la integridad sexual, lo cual se alinea con la glosa de 8029 que menciona actos contrarios a normas de conducta sexual orientadas al mantenimiento del orden público. Las inclusiones de 8029 abarcan incesto, actos sexuales consensuales ilícitos entre personas del mismo sexo, bestialismo, necrofilia, etc., que son compatibles con la familia del delito CNP. No se aplican exclusiones que descarten el delito.",
701,Parricidio,"El que conociendo las relaciones que los ligan, mate a su padre, madre, hijo, a los ex cónyuges o convivientes o cualquier otro de sus ascendientes o descendientes o a su cónyuge o conviviente.",CONTRA LAS PERSONAS,101,Homicidio intencional,alta,"El delito de parricidio se clasifica como homicidio intencional, ya que se trata de la muerte de un familiar cercano con la intención de causar la muerte. Las exclusiones aplicadas incluyen el homicidio justificable en defensa propia y el homicidio sin intención, que no se aplican en este caso.",homicidio justificable en defensa propia; homicidio sin el elemento de la intención
702,Homicidio,Castiga al que mate a otro sin concurrir las circunstancias del homicidio calificado ni del parricidio,CONTRA LAS PERSONAS,101,Homicidio intencional,alta,"El delito CNP describe un homicidio sin circunstancias calificadas, lo que corresponde a un homicidio intencional. El código ICCS 101 abarca el homicidio intencional, incluyendo casos como el homicidio voluntario y el asesinato, lo cual se ajusta al delito descrito. No se aplican exclusiones que descarten este código para el caso presentado.",
703,Homicidio calificado,"Matar a otra persona con alevosía, por premio o promesa remuneratoria,  por beneficio económico o de otra naturaleza en provecho propio o de un tercero, por medio de veneno, con ensañamiento (aumentar deliberadamente e inhumanamente el dolor al ofendido) o con premeditación conocida",CONTRA LAS PERSONAS,101,Homicidio intencional,alta,"El delito CNP describe un homicidio calificado con intención, premeditación, alevosía y ensañamiento, lo que se alinea con la definición de 'Homicidio intencional' en el ICCS 101. Las exclusiones del ICCS 101 no aplican al delito descrito, ya que no se trata de un homicidio justificable, legal o sin intención.",
704,Homicidio simple,,CONTRA LAS PERSONAS,1031,Homicidio no culposo,alta,"El delito CNP (Homicidio simple) se clasifica como un homicidio no culposo, ya que no hay intención de causar la muerte ni lesiones graves, pero existe intención general de causar daño. El código ICCS 1031 corresponde a este perfil, mientras que otros como 101 (homicidio intencional) o 103 (homicidio no intencional) no se ajustan al móvil del delito descrito.",Homicidio intencional que no equivale a crimen de guerra (0101); tentativa de homicidio intencional que no equivale a crimen de guerra (0102); homicidio no intencional que no equivale a crimen de guerra (0103)
